name,ratio,p.adj,sig,cond,day,role
TPR,0.988,0.881,FALSE,436vsGFP,15,
AP1M1,0.361,0.882,FALSE,436vsGFP,15,
LAP3,-0.983,0.882,FALSE,436vsGFP,15,
MATN2,-1.45,0.882,FALSE,436vsGFP,15,
PEX11B,-0.287,0.882,FALSE,436vsGFP,15,
PREP,1.46,0.882,FALSE,436vsGFP,15,
SAR1A,-0.303,0.882,FALSE,436vsGFP,15,
ARHGEF1,0.327,0.883,FALSE,436vsGFP,15,
AUTS2,-0.835,0.883,FALSE,436vsGFP,15,
FBXW11,-0.823,0.883,FALSE,436vsGFP,15,
SF3B1,0.439,0.883,FALSE,436vsGFP,15,
XRCC5,0.192,0.883,FALSE,436vsGFP,15,
BZW1,-0.547,0.884,FALSE,436vsGFP,15,
COASY,0.246,0.884,FALSE,436vsGFP,15,
HTT,0.416,0.884,FALSE,436vsGFP,15,
PDLIM1,0.547,0.884,FALSE,436vsGFP,15,
RPS20,-0.296,0.884,FALSE,436vsGFP,15,
ST13,0.492,0.884,FALSE,436vsGFP,15,
VAV2,0.579,0.884,FALSE,436vsGFP,15,
VPS26A,0.365,0.884,FALSE,436vsGFP,15,
FAHD2A,-0.431,0.885,FALSE,436vsGFP,15,
NXN,-0.258,0.885,FALSE,436vsGFP,15,
RPL19,0.291,0.885,FALSE,436vsGFP,15,
RPLP2,0.457,0.885,FALSE,436vsGFP,15,
RTF1,1.19,0.885,FALSE,436vsGFP,15,
SREK1IP1,-0.474,0.885,FALSE,436vsGFP,15,
ADD3,-0.266,0.886,FALSE,436vsGFP,15,
CANX,0.354,0.886,FALSE,436vsGFP,15,
CLINT1,0.55,0.886,FALSE,436vsGFP,15,
MDH2,0.922,0.886,FALSE,436vsGFP,15,
NUCB1,0.401,0.886,FALSE,436vsGFP,15,
SMC2,-0.402,0.886,FALSE,436vsGFP,15,
USP7,0.358,0.886,FALSE,436vsGFP,15,
ANP32A,0.547,0.887,FALSE,436vsGFP,15,
ARID3A,0.437,0.887,FALSE,436vsGFP,15,
CRMP1,-0.425,0.887,FALSE,436vsGFP,15,
MAGOH,-0.39,0.887,FALSE,436vsGFP,15,
PABPC1,0.432,0.887,FALSE,436vsGFP,15,
TFB1M,0.423,0.887,FALSE,436vsGFP,15,
CHPF,-0.468,0.888,FALSE,436vsGFP,15,
DDX47,-0.519,0.888,FALSE,436vsGFP,15,
DDX6,-0.182,0.888,FALSE,436vsGFP,15,
RCC2,-0.235,0.888,FALSE,436vsGFP,15,
STK26,-0.336,0.888,FALSE,436vsGFP,15,
XPO7,-0.233,0.888,FALSE,436vsGFP,15,
CAP2,0.601,0.889,FALSE,436vsGFP,15,
CERS2,0.438,0.889,FALSE,436vsGFP,15,
LAMB2,-1.39,0.889,FALSE,436vsGFP,15,
NSUN2,-0.231,0.889,FALSE,436vsGFP,15,
PGM3,0.309,0.889,FALSE,436vsGFP,15,
UBR3,-0.453,0.889,FALSE,436vsGFP,15,
AHCYL1,-0.546,0.89,FALSE,436vsGFP,15,
CHD1L,-1.17,0.89,FALSE,436vsGFP,15,
PFN1,0.762,0.89,FALSE,436vsGFP,15,
GSTM3,0.344,0.891,FALSE,436vsGFP,15,
HSPA9,-0.422,0.891,FALSE,436vsGFP,15,
RPS14,-0.208,0.891,FALSE,436vsGFP,15,
SPTLC1,0.329,0.891,FALSE,436vsGFP,15,
AAAS,0.261,0.892,FALSE,436vsGFP,15,
COPE,0.391,0.892,FALSE,436vsGFP,15,
L3MBTL2,0.692,0.892,FALSE,436vsGFP,15,
PDZD11,0.454,0.892,FALSE,436vsGFP,15,
ARID2,1.14,0.893,FALSE,436vsGFP,15,
DYNC1LI1,-0.194,0.893,FALSE,436vsGFP,15,
EPHA2,0.317,0.893,FALSE,436vsGFP,15,
MAGT1,0.312,0.893,FALSE,436vsGFP,15,
RAB7A,-0.9,0.893,FALSE,436vsGFP,15,
RALY,-0.255,0.893,FALSE,436vsGFP,15,
SDR39U1,-0.315,0.893,FALSE,436vsGFP,15,
WDR36,-0.951,0.893,FALSE,436vsGFP,15,
ARL8A,-0.505,0.894,FALSE,436vsGFP,15,
BEND3,0.987,0.894,FALSE,436vsGFP,15,
CEBPZ,-0.375,0.894,FALSE,436vsGFP,15,
CKAP4,0.537,0.894,FALSE,436vsGFP,15,
NXF1,0.279,0.894,FALSE,436vsGFP,15,
OGT,0.383,0.894,FALSE,436vsGFP,15,
POLR2C,-0.264,0.894,FALSE,436vsGFP,15,
PSMA7,0.481,0.894,FALSE,436vsGFP,15,
TJP1,0.398,0.894,FALSE,436vsGFP,15,
XPO1,-0.213,0.894,FALSE,436vsGFP,15,
COL2A1,-1.18,0.895,FALSE,436vsGFP,15,
DRG2,-0.185,0.895,FALSE,436vsGFP,15,
NELFA,0.491,0.895,FALSE,436vsGFP,15,
PAFAH1B1,-0.589,0.895,FALSE,436vsGFP,15,
PDLIM7,0.345,0.895,FALSE,436vsGFP,15,
RPL38,-0.193,0.895,FALSE,436vsGFP,15,
RPS21,0.421,0.895,FALSE,436vsGFP,15,
UBASH3B,-0.451,0.895,FALSE,436vsGFP,15,
COL26A1,-0.748,0.896,FALSE,436vsGFP,15,
NOL9,0.455,0.896,FALSE,436vsGFP,15,
PHLDB1,-0.254,0.896,FALSE,436vsGFP,15,
PPA1,0.36,0.896,FALSE,436vsGFP,15,
TDP2,-0.84,0.896,FALSE,436vsGFP,15,
WRNIP1,0.419,0.896,FALSE,436vsGFP,15,
A0A1B0GW05,0.42,0.897,FALSE,436vsGFP,15,
CON__P08727,0.454,0.897,FALSE,436vsGFP,15,
NASP,-0.433,0.897,FALSE,436vsGFP,15,
SF3B6,0.505,0.897,FALSE,436vsGFP,15,
TBCB,-0.46,0.897,FALSE,436vsGFP,15,
YWHAQ,0.233,0.897,FALSE,436vsGFP,15,
CMPK1,0.37,0.898,FALSE,436vsGFP,15,
COL4A1,-0.861,0.898,FALSE,436vsGFP,15,
HNRNPDL,0.306,0.898,FALSE,436vsGFP,15,
RAB8B,0.92,0.898,FALSE,436vsGFP,15,
RPL14,-0.223,0.898,FALSE,436vsGFP,15,
RPS24,-0.21,0.898,FALSE,436vsGFP,15,
SNW1,1.25,0.898,FALSE,436vsGFP,15,
SUN2,0.344,0.898,FALSE,436vsGFP,15,
COQ6,-0.35,0.899,FALSE,436vsGFP,15,
DARS,-0.156,0.899,FALSE,436vsGFP,15,
DNAJA2,-0.257,0.899,FALSE,436vsGFP,15,
DYNLT1,-0.489,0.899,FALSE,436vsGFP,15,
FBXO22,-0.296,0.899,FALSE,436vsGFP,15,
GSK3A,0.272,0.899,FALSE,436vsGFP,15,
KHDRBS1,0.23,0.899,FALSE,436vsGFP,15,
PRPS1,-0.247,0.899,FALSE,436vsGFP,15,
RAN,-0.203,0.899,FALSE,436vsGFP,15,
TNPO3,-0.284,0.899,FALSE,436vsGFP,15,
VRK1,-0.367,0.899,FALSE,436vsGFP,15,
COMT,0.439,0.9,FALSE,436vsGFP,15,
COPG1,0.244,0.9,FALSE,436vsGFP,15,
DDX41,0.293,0.9,FALSE,436vsGFP,15,
EBP,-0.316,0.9,FALSE,436vsGFP,15,
HSPE1,1.44,0.9,FALSE,436vsGFP,15,
MYO1B,0.375,0.9,FALSE,436vsGFP,15,
PURB,-0.434,0.9,FALSE,436vsGFP,15,
RPL30,0.196,0.9,FALSE,436vsGFP,15,
SEC24D,0.396,0.9,FALSE,436vsGFP,15,
SERBP1,0.409,0.9,FALSE,436vsGFP,15,
STXBP2,0.441,0.9,FALSE,436vsGFP,15,
UBA5,-0.41,0.9,FALSE,436vsGFP,15,
UCHL1,0.366,0.9,FALSE,436vsGFP,15,
USP47,0.272,0.9,FALSE,436vsGFP,15,
BPTF,0.971,0.901,FALSE,436vsGFP,15,
DECR1,0.32,0.901,FALSE,436vsGFP,15,
GPX8,-0.29,0.901,FALSE,436vsGFP,15,
LIPC,0.847,0.901,FALSE,436vsGFP,15,
NUP214,-0.372,0.901,FALSE,436vsGFP,15,
PRPF38A,0.334,0.901,FALSE,436vsGFP,15,
PRPF4B,0.38,0.901,FALSE,436vsGFP,15,
SEC13,-0.267,0.901,FALSE,436vsGFP,15,
SLIT3,-0.581,0.901,FALSE,436vsGFP,15,
ACAD11,0.274,0.902,FALSE,436vsGFP,15,
ADPRHL2,0.46,0.902,FALSE,436vsGFP,15,
ALDH18A1,0.288,0.902,FALSE,436vsGFP,15,
AQR,-0.394,0.902,FALSE,436vsGFP,15,
ATP1A1,0.257,0.902,FALSE,436vsGFP,15,
CENPV,0.342,0.902,FALSE,436vsGFP,15,
DYNC1H1,0.146,0.902,FALSE,436vsGFP,15,
EARS2,-0.228,0.902,FALSE,436vsGFP,15,
EEF1E1,-0.352,0.902,FALSE,436vsGFP,15,
EMILIN1,-1.68,0.902,FALSE,436vsGFP,15,
JUNB,-0.522,0.902,FALSE,436vsGFP,15,
MYO18B,-0.482,0.902,FALSE,436vsGFP,15,
NPEPPS,0.235,0.902,FALSE,436vsGFP,15,
PON2,0.897,0.902,FALSE,436vsGFP,15,
PRKCI,-0.257,0.902,FALSE,436vsGFP,15,
TROVE2,0.194,0.902,FALSE,436vsGFP,15,
UGGT1,0.287,0.902,FALSE,436vsGFP,15,
ZNF687,0.409,0.902,FALSE,436vsGFP,15,
ACOX1,0.442,0.903,FALSE,436vsGFP,15,
ARL1,0.262,0.903,FALSE,436vsGFP,15,
HMGB1,0.455,0.903,FALSE,436vsGFP,15,
INTS3,0.291,0.903,FALSE,436vsGFP,15,
PPFIBP2,0.273,0.903,FALSE,436vsGFP,15,
RPL36,0.362,0.903,FALSE,436vsGFP,15,
SULT1E1,0.521,0.903,FALSE,436vsGFP,15,
ANGPTL2,-1.05,0.904,FALSE,436vsGFP,15,
G3BP2,0.276,0.904,FALSE,436vsGFP,15,
HAPLN1,-0.527,0.904,FALSE,436vsGFP,15,
IARS,-0.222,0.904,FALSE,436vsGFP,15,
NUP205,-0.241,0.904,FALSE,436vsGFP,15,
ZCCHC11,-0.372,0.904,FALSE,436vsGFP,15,
ADAMTS15,-0.656,0.905,FALSE,436vsGFP,15,
ATL3,0.365,0.905,FALSE,436vsGFP,15,
CYB5R1,0.232,0.905,FALSE,436vsGFP,15,
FBN1,-0.879,0.905,FALSE,436vsGFP,15,
MBD3,0.399,0.905,FALSE,436vsGFP,15,
MYH9,0.917,0.905,FALSE,436vsGFP,15,
NOC2L,-0.291,0.905,FALSE,436vsGFP,15,
PRPF31,-0.227,0.905,FALSE,436vsGFP,15,
RING1,0.36,0.905,FALSE,436vsGFP,15,
RPS27A,-0.302,0.905,FALSE,436vsGFP,15,
SULT1A1,0.325,0.905,FALSE,436vsGFP,15,
AKT1,0.239,0.906,FALSE,436vsGFP,15,
CMAS,-0.201,0.906,FALSE,436vsGFP,15,
DDX27,-0.231,0.906,FALSE,436vsGFP,15,
HADHA,0.189,0.906,FALSE,436vsGFP,15,
MTOR,0.241,0.906,FALSE,436vsGFP,15,
NES,0.282,0.906,FALSE,436vsGFP,15,
PCYT2,0.245,0.906,FALSE,436vsGFP,15,
SALL4,-0.389,0.906,FALSE,436vsGFP,15,
UBE2D3,0.255,0.906,FALSE,436vsGFP,15,
AGPAT3,0.465,0.907,FALSE,436vsGFP,15,
ASNS,-0.765,0.907,FALSE,436vsGFP,15,
C14orf166,-0.255,0.907,FALSE,436vsGFP,15,
CKAP5,0.261,0.907,FALSE,436vsGFP,15,
EEF2,-0.173,0.907,FALSE,436vsGFP,15,
FOXK1,0.241,0.907,FALSE,436vsGFP,15,
OLA1,0.39,0.907,FALSE,436vsGFP,15,
PSME3,-0.559,0.907,FALSE,436vsGFP,15,
ALDH4A1,0.173,0.908,FALSE,436vsGFP,15,
BMPER,-0.661,0.908,FALSE,436vsGFP,15,
ENTPD5,0.526,0.908,FALSE,436vsGFP,15,
LDHB,0.549,0.908,FALSE,436vsGFP,15,
POLR2H,-0.187,0.908,FALSE,436vsGFP,15,
PRKAR2B,0.359,0.908,FALSE,436vsGFP,15,
RPS13,-0.295,0.908,FALSE,436vsGFP,15,
APPL1,0.186,0.909,FALSE,436vsGFP,15,
CBLL1,0.445,0.909,FALSE,436vsGFP,15,
CDK6,-0.357,0.909,FALSE,436vsGFP,15,
CON__P02769,-0.708,0.909,FALSE,436vsGFP,15,
EHMT1,0.467,0.909,FALSE,436vsGFP,15,
LMNB2,0.513,0.909,FALSE,436vsGFP,15,
PRDX3,0.218,0.909,FALSE,436vsGFP,15,
RUVBL1,-0.481,0.909,FALSE,436vsGFP,15,
SRPX,0.411,0.909,FALSE,436vsGFP,15,
TKT,0.672,0.909,FALSE,436vsGFP,15,
AP1G1,0.336,0.91,FALSE,436vsGFP,15,
CKM,1.18,0.91,FALSE,436vsGFP,15,
EML4,0.447,0.91,FALSE,436vsGFP,15,
HNRNPD,0.25,0.91,FALSE,436vsGFP,15,
KIF2A,-0.211,0.91,FALSE,436vsGFP,15,
POLR2B,-0.228,0.91,FALSE,436vsGFP,15,
SSB,-0.377,0.91,FALSE,436vsGFP,15,
EIF2AK2,-0.267,0.911,FALSE,436vsGFP,15,
FLNA,0.366,0.911,FALSE,436vsGFP,15,
HSD17B11,0.714,0.911,FALSE,436vsGFP,15,
MDN1,-1.59,0.911,FALSE,436vsGFP,15,
MEPCE,-0.336,0.911,FALSE,436vsGFP,15,
NOP2,-0.29,0.911,FALSE,436vsGFP,15,
RTCA,-0.209,0.911,FALSE,436vsGFP,15,
SLC25A1,0.2,0.911,FALSE,436vsGFP,15,
UBXN7,-0.292,0.911,FALSE,436vsGFP,15,
WIBG,0.458,0.911,FALSE,436vsGFP,15,
ADH5,-0.501,0.912,FALSE,436vsGFP,15,
CALD1,0.514,0.912,FALSE,436vsGFP,15,
COL3A1,-1.01,0.912,FALSE,436vsGFP,15,
FABP5,-0.945,0.912,FALSE,436vsGFP,15,
HSD17B10,-0.27,0.912,FALSE,436vsGFP,15,
PPP2R1A,-0.42,0.912,FALSE,436vsGFP,15,
RAB1B,-0.267,0.912,FALSE,436vsGFP,15,
TXN,-0.422,0.912,FALSE,436vsGFP,15,
DNMT3A,-0.287,0.913,FALSE,436vsGFP,15,
EPB41L5,0.205,0.913,FALSE,436vsGFP,15,
MYEF2,0.223,0.913,FALSE,436vsGFP,15,
PELP1,-0.428,0.913,FALSE,436vsGFP,15,
PRPF6,0.171,0.913,FALSE,436vsGFP,15,
SEC11A,0.248,0.913,FALSE,436vsGFP,15,
WDR75,0.295,0.913,FALSE,436vsGFP,15,
AAK1,0.278,0.914,FALSE,436vsGFP,15,
ACADSB,0.284,0.914,FALSE,436vsGFP,15,
ATP5O,0.232,0.914,FALSE,436vsGFP,15,
COL4A2,-0.719,0.914,FALSE,436vsGFP,15,
CORO1C,0.425,0.914,FALSE,436vsGFP,15,
DDX46,0.435,0.914,FALSE,436vsGFP,15,
EIF5B,-0.331,0.914,FALSE,436vsGFP,15,
H2AFX,0.641,0.914,FALSE,436vsGFP,15,
NDUFA6,-0.241,0.914,FALSE,436vsGFP,15,
RFTN1,-0.275,0.914,FALSE,436vsGFP,15,
RPA3,0.477,0.914,FALSE,436vsGFP,15,
RUVBL2,-0.346,0.914,FALSE,436vsGFP,15,
STT3B,0.24,0.914,FALSE,436vsGFP,15,
UMPS,-0.347,0.914,FALSE,436vsGFP,15,
VPS51,0.786,0.914,FALSE,436vsGFP,15,
VPS52,0.897,0.914,FALSE,436vsGFP,15,
ZBTB12,0.369,0.914,FALSE,436vsGFP,15,
BRCC3,-0.246,0.915,FALSE,436vsGFP,15,
CHAMP1,0.759,0.915,FALSE,436vsGFP,15,
CHD8,0.686,0.915,FALSE,436vsGFP,15,
CHTF8,-0.586,0.915,FALSE,436vsGFP,15,
DNAJB11,0.243,0.915,FALSE,436vsGFP,15,
ERAP1,0.395,0.915,FALSE,436vsGFP,15,
GART,-0.193,0.915,FALSE,436vsGFP,15,
KIAA1217,-0.383,0.915,FALSE,436vsGFP,15,
KPNA3,-0.224,0.915,FALSE,436vsGFP,15,
PCYT1A,0.262,0.915,FALSE,436vsGFP,15,
PDS5B,-0.152,0.915,FALSE,436vsGFP,15,
PGAM5,0.228,0.915,FALSE,436vsGFP,15,
RAE1,-0.249,0.915,FALSE,436vsGFP,15,
RBM22,0.295,0.915,FALSE,436vsGFP,15,
RPL13A,-0.15,0.915,FALSE,436vsGFP,15,
TGFB2,-0.446,0.915,FALSE,436vsGFP,15,
VDAC1,0.264,0.915,FALSE,436vsGFP,15,
ARPC5L,0.645,0.916,FALSE,436vsGFP,15,
COPA,0.172,0.916,FALSE,436vsGFP,15,
ECHS1,-0.452,0.916,FALSE,436vsGFP,15,
MRPS10,-0.373,0.916,FALSE,436vsGFP,15,
PSPC1,0.221,0.916,FALSE,436vsGFP,15,
RNF2,-0.638,0.916,FALSE,436vsGFP,15,
RPL22L1,-0.3,0.916,FALSE,436vsGFP,15,
RPS17,-0.546,0.916,FALSE,436vsGFP,15,
TNC,-1.07,0.916,FALSE,436vsGFP,15,
C16orf58,0.253,0.917,FALSE,436vsGFP,15,
DGAT1,-0.331,0.917,FALSE,436vsGFP,15,
DRG1,0.221,0.917,FALSE,436vsGFP,15,
GNA11,-0.184,0.917,FALSE,436vsGFP,15,
HDHD3,0.389,0.917,FALSE,436vsGFP,15,
LONP2,0.418,0.917,FALSE,436vsGFP,15,
MLH1,0.439,0.917,FALSE,436vsGFP,15,
NKRF,-0.398,0.917,FALSE,436vsGFP,15,
NLRP2,-0.524,0.917,FALSE,436vsGFP,15,
NUDT16,-0.335,0.917,FALSE,436vsGFP,15,
PPA2,-0.847,0.917,FALSE,436vsGFP,15,
PSMD12,-0.193,0.917,FALSE,436vsGFP,15,
SDCBP,-0.394,0.917,FALSE,436vsGFP,15,
SEC23B,0.312,0.917,FALSE,436vsGFP,15,
SORD,0.351,0.917,FALSE,436vsGFP,15,
SRP68,-0.322,0.917,FALSE,436vsGFP,15,
AP3D1,0.193,0.918,FALSE,436vsGFP,15,
LEPRE1,-0.265,0.918,FALSE,436vsGFP,15,
NBAS,0.224,0.918,FALSE,436vsGFP,15,
PCBP1,0.227,0.918,FALSE,436vsGFP,15,
PHF21A,0.346,0.918,FALSE,436vsGFP,15,
SEC22B,0.235,0.918,FALSE,436vsGFP,15,
SEC24A,0.355,0.918,FALSE,436vsGFP,15,
SERPINA1,0.931,0.918,FALSE,436vsGFP,15,
SLC3A2,0.369,0.918,FALSE,436vsGFP,15,
SUN1,-0.186,0.918,FALSE,436vsGFP,15,
UBA3,-0.26,0.918,FALSE,436vsGFP,15,
ADAMTS19,-1.55,0.919,FALSE,436vsGFP,15,
ANK3,0.286,0.919,FALSE,436vsGFP,15,
CDC42,-0.502,0.919,FALSE,436vsGFP,15,
CDS2,0.338,0.919,FALSE,436vsGFP,15,
DHX15,-0.262,0.919,FALSE,436vsGFP,15,
FBLN2,-0.759,0.919,FALSE,436vsGFP,15,
FTSJ3,0.21,0.919,FALSE,436vsGFP,15,
GNL2,-0.364,0.919,FALSE,436vsGFP,15,
ILK,0.142,0.919,FALSE,436vsGFP,15,
IPO5,0.26,0.919,FALSE,436vsGFP,15,
MAT2B,-0.455,0.919,FALSE,436vsGFP,15,
NDUFS4,0.364,0.919,FALSE,436vsGFP,15,
NUP160,-0.193,0.919,FALSE,436vsGFP,15,
PPAPDC2,-0.359,0.919,FALSE,436vsGFP,15,
RPN1,0.195,0.919,FALSE,436vsGFP,15,
SEC63,0.243,0.919,FALSE,436vsGFP,15,
SNTB1,0.421,0.919,FALSE,436vsGFP,15,
SURF4,0.216,0.919,FALSE,436vsGFP,15,
AP2S1,-0.178,0.92,FALSE,436vsGFP,15,
ARID3B,0.63,0.92,FALSE,436vsGFP,15,
CAPN2,-0.204,0.92,FALSE,436vsGFP,15,
DDX24,0.891,0.92,FALSE,436vsGFP,15,
DNAJA1,-0.271,0.92,FALSE,436vsGFP,15,
HSP90AB1,0.143,0.92,FALSE,436vsGFP,15,
POLR2E,-0.203,0.92,FALSE,436vsGFP,15,
PRMT5,-0.485,0.92,FALSE,436vsGFP,15,
PRSS35,-0.403,0.92,FALSE,436vsGFP,15,
SNRNP200,0.199,0.92,FALSE,436vsGFP,15,
SUCLG2,0.325,0.92,FALSE,436vsGFP,15,
TLE1,0.402,0.92,FALSE,436vsGFP,15,
WDHD1,-0.481,0.92,FALSE,436vsGFP,15,
ZNF516,0.167,0.92,FALSE,436vsGFP,15,
AGPAT4,-0.255,0.921,FALSE,436vsGFP,15,
BMS1,-0.334,0.921,FALSE,436vsGFP,15,
CAND1,0.204,0.921,FALSE,436vsGFP,15,
GDF15,-0.552,0.921,FALSE,436vsGFP,15,
PCF11,0.719,0.921,FALSE,436vsGFP,15,
PPM1G,0.31,0.921,FALSE,436vsGFP,15,
RBPMS,0.247,0.921,FALSE,436vsGFP,15,
RCC1,-0.242,0.921,FALSE,436vsGFP,15,
TOP2B,-0.229,0.921,FALSE,436vsGFP,15,
TXNDC12,0.335,0.921,FALSE,436vsGFP,15,
ZRANB2,0.451,0.921,FALSE,436vsGFP,15,
BLVRB,-0.468,0.922,FALSE,436vsGFP,15,
FAM120A,-0.279,0.922,FALSE,436vsGFP,15,
FBL,-0.159,0.922,FALSE,436vsGFP,15,
INTS10,-0.218,0.922,FALSE,436vsGFP,15,
MYH7,0.464,0.922,FALSE,436vsGFP,15,
PABPN1,-0.266,0.922,FALSE,436vsGFP,15,
RPF2,-0.299,0.922,FALSE,436vsGFP,15,
SPTLC2,-0.248,0.922,FALSE,436vsGFP,15,
STAU2,-0.206,0.922,FALSE,436vsGFP,15,
CNP,0.305,0.923,FALSE,436vsGFP,15,
DCAF13,0.403,0.923,FALSE,436vsGFP,15,
DNM2,-0.149,0.923,FALSE,436vsGFP,15,
FOXP4,0.301,0.923,FALSE,436vsGFP,15,
LPL,0.653,0.923,FALSE,436vsGFP,15,
MYH14,0.713,0.923,FALSE,436vsGFP,15,
SARS2,-0.197,0.923,FALSE,436vsGFP,15,
SERPINB1,0.403,0.923,FALSE,436vsGFP,15,
SNRPA,0.323,0.923,FALSE,436vsGFP,15,
SSRP1,-0.195,0.923,FALSE,436vsGFP,15,
TLE3,0.46,0.923,FALSE,436vsGFP,15,
UGDH,0.179,0.923,FALSE,436vsGFP,15,
VARS,-0.132,0.923,FALSE,436vsGFP,15,
ACTN1,0.485,0.924,FALSE,436vsGFP,15,
AKR1B1,-0.612,0.924,FALSE,436vsGFP,15,
CECR2,0.351,0.924,FALSE,436vsGFP,15,
CHST14,-0.458,0.924,FALSE,436vsGFP,15,
CPT1B,-0.478,0.924,FALSE,436vsGFP,15,
DLAT,-0.302,0.924,FALSE,436vsGFP,15,
DROSHA,-0.443,0.924,FALSE,436vsGFP,15,
DTYMK,-0.282,0.924,FALSE,436vsGFP,15,
ELMOD2,0.263,0.924,FALSE,436vsGFP,15,
EMILIN2,-0.461,0.924,FALSE,436vsGFP,15,
GGCX,0.306,0.924,FALSE,436vsGFP,15,
KARS,-0.156,0.924,FALSE,436vsGFP,15,
KPNA6,0.195,0.924,FALSE,436vsGFP,15,
LMNB1,-0.277,0.924,FALSE,436vsGFP,15,
MOV10,0.458,0.924,FALSE,436vsGFP,15,
MTPN,-0.356,0.924,FALSE,436vsGFP,15,
MYL6,0.767,0.924,FALSE,436vsGFP,15,
MYOF,0.479,0.924,FALSE,436vsGFP,15,
NARS,-0.328,0.924,FALSE,436vsGFP,15,
ORC3,0.272,0.924,FALSE,436vsGFP,15,
PPIP5K2,0.193,0.924,FALSE,436vsGFP,15,
PRPF4,0.17,0.924,FALSE,436vsGFP,15,
PSMA1,0.466,0.924,FALSE,436vsGFP,15,
PSMC1,0.167,0.924,FALSE,436vsGFP,15,
RANGAP1,-0.247,0.924,FALSE,436vsGFP,15,
RPL27A,-0.218,0.924,FALSE,436vsGFP,15,
SLC39A7,0.238,0.924,FALSE,436vsGFP,15,
SRP54,0.229,0.924,FALSE,436vsGFP,15,
STK38L,-0.235,0.924,FALSE,436vsGFP,15,
TBCD,-0.251,0.924,FALSE,436vsGFP,15,
TTN.1,0.404,0.924,FALSE,436vsGFP,15,
ACSF3,0.266,0.925,FALSE,436vsGFP,15,
AP3B1,-0.138,0.925,FALSE,436vsGFP,15,
ARF5,0.162,0.925,FALSE,436vsGFP,15,
CPNE3,-0.351,0.925,FALSE,436vsGFP,15,
ECI2,0.256,0.925,FALSE,436vsGFP,15,
EPHX1,0.65,0.925,FALSE,436vsGFP,15,
FAM84B,0.258,0.925,FALSE,436vsGFP,15,
FN1,-0.687,0.925,FALSE,436vsGFP,15,
MYL3,0.499,0.925,FALSE,436vsGFP,15,
PLD1,-0.333,0.925,FALSE,436vsGFP,15,
SCD,0.165,0.925,FALSE,436vsGFP,15,
XRN2,0.199,0.925,FALSE,436vsGFP,15,
ANP32E,-0.415,0.926,FALSE,436vsGFP,15,
CPEB4,-0.429,0.926,FALSE,436vsGFP,15,
CYB5R3,0.37,0.926,FALSE,436vsGFP,15,
DES,-0.313,0.926,FALSE,436vsGFP,15,
LASP1,0.455,0.926,FALSE,436vsGFP,15,
LRP1,-0.828,0.926,FALSE,436vsGFP,15,
LRP2,-0.393,0.926,FALSE,436vsGFP,15,
PC,0.411,0.926,FALSE,436vsGFP,15,
RARS2,-0.234,0.926,FALSE,436vsGFP,15,
RPL21,-0.151,0.926,FALSE,436vsGFP,15,
SAFB2,0.345,0.926,FALSE,436vsGFP,15,
SLC25A15,-0.293,0.926,FALSE,436vsGFP,15,
SRP9,0.191,0.926,FALSE,436vsGFP,15,
TCF7L2,0.386,0.926,FALSE,436vsGFP,15,
TSFM,0.217,0.926,FALSE,436vsGFP,15,
BAZ1B,-0.215,0.927,FALSE,436vsGFP,15,
COL6A2,-1.16,0.927,FALSE,436vsGFP,15,
DCTD,0.494,0.927,FALSE,436vsGFP,15,
HIST1H4A,0.481,0.927,FALSE,436vsGFP,15,
KIAA1429,0.452,0.927,FALSE,436vsGFP,15,
NDUFV2,0.227,0.927,FALSE,436vsGFP,15,
NSA2,0.353,0.927,FALSE,436vsGFP,15,
NUP98,-0.186,0.927,FALSE,436vsGFP,15,
PCSK6,-0.578,0.927,FALSE,436vsGFP,15,
PMPCB,-0.294,0.927,FALSE,436vsGFP,15,
TOP1,-0.159,0.927,FALSE,436vsGFP,15,
YIF1A,0.234,0.927,FALSE,436vsGFP,15,
AHCY,-0.177,0.928,FALSE,436vsGFP,15,
ALG2,0.162,0.928,FALSE,436vsGFP,15,
ARPC2,0.597,0.928,FALSE,436vsGFP,15,
ATN1,-0.457,0.928,FALSE,436vsGFP,15,
BMP1,-0.848,0.928,FALSE,436vsGFP,15,
BTF3,0.24,0.928,FALSE,436vsGFP,15,
C11orf68,-0.273,0.928,FALSE,436vsGFP,15,
DDX19A.1,0.146,0.928,FALSE,436vsGFP,15,
DIDO1,0.715,0.928,FALSE,436vsGFP,15,
FADS1,-0.196,0.928,FALSE,436vsGFP,15,
FAU,0.216,0.928,FALSE,436vsGFP,15,
GCN1L1,-0.158,0.928,FALSE,436vsGFP,15,
IGF2BP1,-0.172,0.928,FALSE,436vsGFP,15,
MAP2K2,0.185,0.928,FALSE,436vsGFP,15,
OPA1,-0.12,0.928,FALSE,436vsGFP,15,
PSMA3,0.224,0.928,FALSE,436vsGFP,15,
PYGL,0.268,0.928,FALSE,436vsGFP,15,
RAB21,0.178,0.928,FALSE,436vsGFP,15,
TBRG4,0.213,0.928,FALSE,436vsGFP,15,
TIMM23,-0.24,0.928,FALSE,436vsGFP,15,
TPP2,0.255,0.928,FALSE,436vsGFP,15,
USP24,-0.188,0.928,FALSE,436vsGFP,15,
ACTN2,0.433,0.929,FALSE,436vsGFP,15,
ANAPC7,-0.18,0.929,FALSE,436vsGFP,15,
