File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF384AZI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR135GZX	Histone ChIP-seq	/human-donors/ENCDO967KID/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF080RUF/, /files/ENCFF013ION/, /files/ENCFF356LFX/	875168	ENCODE Processing Pipeline	13ed5619c7770ddb94cfc0de58abaced		https://www.encodeproject.org/files/ENCFF384AZI/@@download/ENCFF384AZI.bed.gz				released	s3://encode-public/2021/09/16/48392614-c4f4-4ccf-87ce-c105a6eeebbf/ENCFF384AZI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/48392614-c4f4-4ccf-87ce-c105a6eeebbf/ENCFF384AZI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF119GBQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR080JPX	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27me3-human	DNA						2019-09-11	ENCODE		none, sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF690EXZ/, /files/ENCFF078NUJ/, /files/ENCFF178EFV/, /files/ENCFF725GVZ/, /files/ENCFF356LFX/	1879029	ENCODE Processing Pipeline	3fdee515a77c9d3b46bc39a11ebf7121		https://www.encodeproject.org/files/ENCFF119GBQ/@@download/ENCFF119GBQ.bed.gz				released	s3://encode-public/2020/09/24/64624504-b40d-41a8-afff-136193df697c/ENCFF119GBQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/64624504-b40d-41a8-afff-136193df697c/ENCFF119GBQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read depth, inconsistent platforms, mild to moderate bottlenecking		
ENCFF123BWJ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR709APF	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2019-09-11	ENCODE		none, sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF229WWA/, /files/ENCFF078NUJ/, /files/ENCFF690EXZ/, /files/ENCFF052SOU/, /files/ENCFF356LFX/	3447686	ENCODE Processing Pipeline	72aed646525022060e6904bf695c7245		https://www.encodeproject.org/files/ENCFF123BWJ/@@download/ENCFF123BWJ.bed.gz				released	s3://encode-public/2020/09/22/9aafbbb5-4381-4290-93fb-96d9c897f3b1/ENCFF123BWJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/9aafbbb5-4381-4290-93fb-96d9c897f3b1/ENCFF123BWJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms		
ENCFF929WUQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000ALW	Histone ChIP-seq	/human-donors/ENCDO830BUW/	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF887PCJ/, /files/ENCFF075FXP/, /files/ENCFF227YFZ/, /files/ENCFF035DHO/, /files/ENCFF356LFX/	1662749	ENCODE Processing Pipeline	1793cb6f53e95eb311fa1ca331821bdf		https://www.encodeproject.org/files/ENCFF929WUQ/@@download/ENCFF929WUQ.bed.gz				released	s3://encode-public/2020/09/30/92816814-82ed-46a0-8067-66b39c245ebe/ENCFF929WUQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/30/92816814-82ed-46a0-8067-66b39c245ebe/ENCFF929WUQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mild to moderate bottlenecking, inconsistent platforms, low read depth, moderate library complexity	insufficient read depth	
ENCFF382XMT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR488YXS	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0001157	transverse colon	tissue	Homo sapiens										H3K36me3-human	DNA						2018-12-14	ENCODE		none, sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF571WYJ/, /files/ENCFF234NNJ/, /files/ENCFF346JZT/, /files/ENCFF949VKE/, /files/ENCFF356LFX/	49009	ENCODE Processing Pipeline	82fca100ec5c40b66dffd6c3e6a6d65f		https://www.encodeproject.org/files/ENCFF382XMT/@@download/ENCFF382XMT.bed.gz				released	s3://encode-public/2020/09/23/ef0c5e02-d632-4b17-92aa-cee5a91b2c91/ENCFF382XMT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/ef0c5e02-d632-4b17-92aa-cee5a91b2c91/ENCFF382XMT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms		
ENCFF489DQX	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR380KNE	Histone ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										H3K36me3-human	DNA						2017-01-05	ENCODE		sonication (generic)	200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF031GGF/, /files/ENCFF136IEE/, /files/ENCFF356LFX/, /files/ENCFF393PBY/	244612	ENCODE Processing Pipeline	db66a270ec71943a9112723f8ede848f		https://www.encodeproject.org/files/ENCFF489DQX/@@download/ENCFF489DQX.bed.gz				released	s3://encode-public/2020/10/31/4f06829b-5933-4957-83d6-da701da9ceb0/ENCFF489DQX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/31/4f06829b-5933-4957-83d6-da701da9ceb0/ENCFF489DQX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity	insufficient read depth, severe bottlenecking, poor library complexity	
ENCFF676LJR	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR495HIT	Histone ChIP-seq	/human-donors/ENCDO570AKP/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K27ac-human	DNA						2021-05-06	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF712IVB/, /files/ENCFF198TRL/	1913347	ENCODE Processing Pipeline	d61adb8778c3754d4a9f17e667062990		https://www.encodeproject.org/files/ENCFF676LJR/@@download/ENCFF676LJR.bed.gz				released	s3://encode-public/2021/04/10/18310ee4-610d-4dbe-b1f2-4de5df38cd6a/ENCFF676LJR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/10/18310ee4-610d-4dbe-b1f2-4de5df38cd6a/ENCFF676LJR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF473ELV	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR701GIE	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me1-human	DNA						2018-12-19	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF047RIR/, /files/ENCFF324KXJ/, /files/ENCFF356LFX/, /files/ENCFF102SUA/	3486525	ENCODE Processing Pipeline	8d63cf7a3fb42aa4ed8f9ea6f17a47ff		https://www.encodeproject.org/files/ENCFF473ELV/@@download/ENCFF473ELV.bed.gz				released	s3://encode-public/2020/09/22/23f1ea3e-4246-4765-8a09-cd123fabd7ef/ENCFF473ELV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/23f1ea3e-4246-4765-8a09-cd123fabd7ef/ENCFF473ELV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF186CMN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR250AAV	Histone ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-12	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF635YRM/, /files/ENCFF083QHF/, /files/ENCFF356LFX/	1191567	ENCODE Processing Pipeline	1ead908eabbf47f1e0c11f27affc1700		https://www.encodeproject.org/files/ENCFF186CMN/@@download/ENCFF186CMN.bed.gz				released	s3://encode-public/2020/09/23/90f42c0a-8f1e-4a69-af2c-978b090ae759/ENCFF186CMN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/90f42c0a-8f1e-4a69-af2c-978b090ae759/ENCFF186CMN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF506RLO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR560XLD	Histone ChIP-seq	/human-donors/ENCDO907YUG/	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF271VZL/, /files/ENCFF356LFX/, /files/ENCFF854SIK/	882326	ENCODE Processing Pipeline	76e1546decc438379b5d97a13fbe456c		https://www.encodeproject.org/files/ENCFF506RLO/@@download/ENCFF506RLO.bed.gz				released	s3://encode-public/2021/09/17/bc4b7cce-aa62-410b-8c7a-703831815ea0/ENCFF506RLO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/17/bc4b7cce-aa62-410b-8c7a-703831815ea0/ENCFF506RLO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF137KUW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR800MYV	Histone ChIP-seq	/human-donors/ENCDO575EGL/	UBERON:0002168	left lung	tissue	Homo sapiens										H3K27me3-human	DNA						2021-05-06	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF928WZE/, /files/ENCFF356LFX/, /files/ENCFF648HNK/, /files/ENCFF245IJL/	320038	ENCODE Processing Pipeline	3dc902e749c354b80022701e52d0df4b		https://www.encodeproject.org/files/ENCFF137KUW/@@download/ENCFF137KUW.bed.gz				released	s3://encode-public/2021/06/25/7e2e4989-9de9-43b0-a128-643e3fcfa89e/ENCFF137KUW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/25/7e2e4989-9de9-43b0-a128-643e3fcfa89e/ENCFF137KUW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF694AIC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR793LDG	Histone ChIP-seq	/human-donors/ENCDO575EGL/	UBERON:0002168	left lung	tissue	Homo sapiens										H3K36me3-human	DNA						2021-05-06	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF928WZE/, /files/ENCFF356LFX/, /files/ENCFF648HNK/, /files/ENCFF870AMP/	67394	ENCODE Processing Pipeline	52a5c6b10b58454be4a79f77328386fa		https://www.encodeproject.org/files/ENCFF694AIC/@@download/ENCFF694AIC.bed.gz				released	s3://encode-public/2021/06/25/22faad92-725f-4fb1-84dc-a0a48b2b0c92/ENCFF694AIC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/25/22faad92-725f-4fb1-84dc-a0a48b2b0c92/ENCFF694AIC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF777RBS	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR496TBI	Histone ChIP-seq	/human-donors/ENCDO411EVD/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										H3K4me1-human	DNA						2020-09-15	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF998BJY/, /files/ENCFF193CSY/	2003259	ENCODE Processing Pipeline	33624b3f7bf4bf33ab6cb926b66c7729		https://www.encodeproject.org/files/ENCFF777RBS/@@download/ENCFF777RBS.bed.gz				released	s3://encode-public/2020/07/23/32dee6dd-c51e-4fcd-86d5-872c4494e1c1/ENCFF777RBS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/23/32dee6dd-c51e-4fcd-86d5-872c4494e1c1/ENCFF777RBS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released			
ENCFF108SAD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR189JIH	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF074QAU/, /files/ENCFF568VJD/, /files/ENCFF394KMS/, /files/ENCFF356LFX/	1859691	ENCODE Processing Pipeline	6a402b3c6e14b32c56b69f1a6d14dd92		https://www.encodeproject.org/files/ENCFF108SAD/@@download/ENCFF108SAD.bed.gz				released	s3://encode-public/2020/09/24/4c18e530-1b60-42fe-9331-3af0e62f5c9f/ENCFF108SAD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/4c18e530-1b60-42fe-9331-3af0e62f5c9f/ENCFF108SAD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF145IUC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR588FQI	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0000995	uterus	tissue	Homo sapiens										H3K9me3-human	DNA						2019-02-11	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF074QAU/, /files/ENCFF356LFX/, /files/ENCFF520GBN/, /files/ENCFF394KMS/	14025	ENCODE Processing Pipeline	4d5cbc718c338be3aea40373a74d1403		https://www.encodeproject.org/files/ENCFF145IUC/@@download/ENCFF145IUC.bed.gz				released	s3://encode-public/2020/09/23/0a28e3e9-a9f0-46cf-87c6-02027932639a/ENCFF145IUC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/0a28e3e9-a9f0-46cf-87c6-02027932639a/ENCFF145IUC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth		
ENCFF419QWJ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR049KUR	Histone ChIP-seq	/human-donors/ENCDO739EFE/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K4me3-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF335HVA/, /files/ENCFF356LFX/, /files/ENCFF424CLY/	914638	ENCODE Processing Pipeline	09c890974a7b418ab57964060ba8bc8f		https://www.encodeproject.org/files/ENCFF419QWJ/@@download/ENCFF419QWJ.bed.gz				released	s3://encode-public/2021/09/16/66303759-4706-4465-9087-c6f61057f3ba/ENCFF419QWJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/66303759-4706-4465-9087-c6f61057f3ba/ENCFF419QWJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF773XLI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR889BFP	Histone ChIP-seq	/human-donors/ENCDO804CLC/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										H3K9me3-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF305OVC/, /files/ENCFF699BKZ/	1055115	ENCODE Processing Pipeline	a8a15b2270e20ffcf82104ec55a66ea0		https://www.encodeproject.org/files/ENCFF773XLI/@@download/ENCFF773XLI.bed.gz				released	s3://encode-public/2021/09/17/a8025838-acce-40d1-958f-de4b2d95da6a/ENCFF773XLI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/17/a8025838-acce-40d1-958f-de4b2d95da6a/ENCFF773XLI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF102ZIF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000DWL	Histone ChIP-seq	/human-donors/ENCDO265AAA/	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens										H3K4me3-human	DNA						2011-11-17	ENCODE		see document		1	1_1							/files/ENCFF014MGB/, /files/ENCFF134CHO/, /files/ENCFF356LFX/	760276	ENCODE Processing Pipeline	04c5a88c30a5b27d0aa22cdbea04e355		https://www.encodeproject.org/files/ENCFF102ZIF/@@download/ENCFF102ZIF.bed.gz				released	s3://encode-public/2020/09/29/5856376e-d97f-4403-ade6-71e1018aa9fe/ENCFF102ZIF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/5856376e-d97f-4403-ade6-71e1018aa9fe/ENCFF102ZIF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, control low read depth, mild to moderate bottlenecking		
ENCFF864YZX	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR852AYS	Histone ChIP-seq	/human-donors/ENCDO218FFZ/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K27me3-human	DNA						2022-02-05	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF413UYG/, /files/ENCFF094OZJ/, /files/ENCFF356LFX/	279900	ENCODE Processing Pipeline	87b2cf3382289fe599ea34080e67d761		https://www.encodeproject.org/files/ENCFF864YZX/@@download/ENCFF864YZX.bed.gz				released	s3://encode-public/2021/12/14/6e212bc8-f890-49ae-998b-c4b93c5a829d/ENCFF864YZX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/12/14/6e212bc8-f890-49ae-998b-c4b93c5a829d/ENCFF864YZX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF544LXB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000AKP	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1, 3_2							/files/ENCFF600THN/, /files/ENCFF420ARY/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF232RQF/, /files/ENCFF666YXZ/, /files/ENCFF704LGA/	1455796	ENCODE Processing Pipeline	81a2d09ef690a3317f6b0e793690cfdc		https://www.encodeproject.org/files/ENCFF544LXB/@@download/ENCFF544LXB.bed.gz				released	s3://encode-public/2022/06/14/77871d7d-ef0b-40da-8537-48dfd391bbdf/ENCFF544LXB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/14/77871d7d-ef0b-40da-8537-48dfd391bbdf/ENCFF544LXB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	low read length, mild to moderate bottlenecking, mixed read lengths, inconsistent platforms, control low read depth, low read depth, moderate library complexity		extremely low read depth
ENCFF730HDE	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR498NGT	Histone ChIP-seq	/human-donors/ENCDO080EZF/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K27ac-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF467AEK/, /files/ENCFF715TMX/	1060314	ENCODE Processing Pipeline	5c76b7c849bd0ccf8b46670f8b8baa9c		https://www.encodeproject.org/files/ENCFF730HDE/@@download/ENCFF730HDE.bed.gz				released	s3://encode-public/2021/09/16/8c32f52e-dbb7-4c92-a97c-f72b05a74f6d/ENCFF730HDE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/8c32f52e-dbb7-4c92-a97c-f72b05a74f6d/ENCFF730HDE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF318CAY	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR064PTX	Histone ChIP-seq	/human-donors/ENCDO830KFO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K27me3-human	DNA						2021-06-24	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF700MUH/, /files/ENCFF881FVL/	415890	ENCODE Processing Pipeline	146e55339afb10c4fb4c897b1f4f96b5		https://www.encodeproject.org/files/ENCFF318CAY/@@download/ENCFF318CAY.bed.gz				released	s3://encode-public/2021/06/23/bec5ac0c-95a2-4d72-84d8-7db0f96d3d3b/ENCFF318CAY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/bec5ac0c-95a2-4d72-84d8-7db0f96d3d3b/ENCFF318CAY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF216XRU	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR011BHU	Histone ChIP-seq	/human-donors/ENCDO461DJY/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										H3K27ac-human	DNA						2021-05-06	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF538BLQ/, /files/ENCFF356LFX/, /files/ENCFF629ZVG/	2012170	ENCODE Processing Pipeline	a6051093fb25fb90e56dfaded252e1dc		https://www.encodeproject.org/files/ENCFF216XRU/@@download/ENCFF216XRU.bed.gz				released	s3://encode-public/2021/04/10/7880843c-e51b-4717-a97b-ad6311c741b9/ENCFF216XRU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/10/7880843c-e51b-4717-a97b-ad6311c741b9/ENCFF216XRU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
ENCFF931YSQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR161MXP	Histone ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										H3K4me1-human	DNA						2017-01-23	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF209VII/, /files/ENCFF356LFX/, /files/ENCFF119RZI/, /files/ENCFF539DNR/, /files/ENCFF485QHQ/	2890624	ENCODE Processing Pipeline	e49b233e354b75645370425a3fcd3683		https://www.encodeproject.org/files/ENCFF931YSQ/@@download/ENCFF931YSQ.bed.gz				released	s3://encode-public/2020/11/13/44b35ce5-c889-4d13-ae26-82482a48e976/ENCFF931YSQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/13/44b35ce5-c889-4d13-ae26-82482a48e976/ENCFF931YSQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mixed run types, low read length, mild to moderate bottlenecking, moderate library complexity, mixed read lengths	insufficient read depth	
ENCFF003REL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR350KJU	Histone ChIP-seq	/human-donors/ENCDO520EJG/	NTR:0000493	left ventricle myocardium inferior	tissue	Homo sapiens										H3K4me1-human	DNA						2021-05-06	ENCODE			200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF850KKY/, /files/ENCFF801IUM/, /files/ENCFF973LSJ/, /files/ENCFF497KBH/, /files/ENCFF356LFX/	4277918	ENCODE Processing Pipeline	813346f3aaa4fdaf324f5edde17ee75a		https://www.encodeproject.org/files/ENCFF003REL/@@download/ENCFF003REL.bed.gz				released	s3://encode-public/2021/04/10/8ba2c381-a515-4ad9-88b1-611c310bf4ab/ENCFF003REL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/10/8ba2c381-a515-4ad9-88b1-611c310bf4ab/ENCFF003REL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released			
